#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2376   0.106960E+03  -0.749018E+01   0.174343E-06  -0.749018E+01   0.291115E+01   0.797280E-08   0.174343E-06   0.797280E-08   0.862667E-09
  2377   0.106842E+03  -0.741319E+01   0.170592E-06  -0.741319E+01   0.288559E+01   0.778453E-08   0.170592E-06   0.778453E-08   0.861724E-09
  2378   0.106731E+03  -0.733610E+01   0.166855E-06  -0.733610E+01   0.286050E+01   0.759834E-08   0.166855E-06   0.759834E-08   0.860783E-09
  2379   0.106605E+03  -0.725845E+01   0.163143E-06  -0.725845E+01   0.283586E+01   0.741385E-08   0.163143E-06   0.741385E-08   0.859843E-09
  2380   0.106486E+03  -0.718047E+01   0.159464E-06  -0.718047E+01   0.281162E+01   0.723066E-08   0.159464E-06   0.723066E-08   0.858904E-09
  2381   0.106360E+03  -0.710179E+01   0.155830E-06  -0.710179E+01   0.278783E+01   0.704842E-08   0.155830E-06   0.704842E-08   0.857966E-09
  2382   0.106226E+03  -0.702285E+01   0.152251E-06  -0.702285E+01   0.276458E+01   0.686673E-08   0.152251E-06   0.686673E-08   0.857029E-09
  2383   0.106085E+03  -0.694321E+01   0.148735E-06  -0.694321E+01   0.274172E+01   0.668521E-08   0.148735E-06   0.668521E-08   0.856094E-09
  2384   0.105943E+03  -0.686346E+01   0.145295E-06  -0.686346E+01   0.271939E+01   0.650350E-08   0.145295E-06   0.650350E-08   0.855159E-09
  2385   0.105794E+03  -0.678340E+01   0.141939E-06  -0.678340E+01   0.269745E+01   0.632120E-08   0.141939E-06   0.632120E-08   0.854226E-09
  2386   0.105644E+03  -0.670300E+01   0.138677E-06  -0.670300E+01   0.267605E+01   0.613795E-08   0.138677E-06   0.613795E-08   0.853294E-09
  2387   0.105487E+03  -0.662229E+01   0.135521E-06  -0.662229E+01   0.265504E+01   0.595335E-08   0.135521E-06   0.595335E-08   0.852364E-09
  2388   0.105322E+03  -0.654139E+01   0.132479E-06  -0.654139E+01   0.263471E+01   0.576704E-08   0.132479E-06   0.576704E-08   0.851434E-09
  2389   0.105158E+03  -0.646026E+01   0.129562E-06  -0.646026E+01   0.261462E+01   0.557862E-08   0.129562E-06   0.557862E-08   0.850505E-09
  2390   0.104992E+03  -0.637910E+01   0.126780E-06  -0.637910E+01   0.259515E+01   0.538773E-08   0.126780E-06   0.538773E-08   0.849578E-09
  2391   0.104812E+03  -0.629769E+01   0.124143E-06  -0.629769E+01   0.257621E+01   0.519399E-08   0.124143E-06   0.519399E-08   0.848652E-09
  2392   0.104632E+03  -0.621627E+01   0.121662E-06  -0.621627E+01   0.255767E+01   0.499701E-08   0.121662E-06   0.499701E-08   0.847727E-09
  2393   0.104459E+03  -0.613475E+01   0.119345E-06  -0.613475E+01   0.253959E+01   0.479642E-08   0.119345E-06   0.479642E-08   0.846803E-09
  2394   0.104263E+03  -0.605314E+01   0.117204E-06  -0.605314E+01   0.252204E+01   0.459183E-08   0.117204E-06   0.459183E-08   0.845880E-09
  2395   0.104074E+03  -0.597167E+01   0.115247E-06  -0.597167E+01   0.250504E+01   0.438287E-08   0.115247E-06   0.438287E-08   0.844959E-09
  2396   0.103878E+03  -0.589010E+01   0.113487E-06  -0.589010E+01   0.248850E+01   0.416916E-08   0.113487E-06   0.416916E-08   0.844038E-09
  2397   0.103682E+03  -0.580867E+01   0.111931E-06  -0.580867E+01   0.247243E+01   0.395032E-08   0.111931E-06   0.395032E-08   0.843119E-09
  2398   0.103471E+03  -0.572730E+01   0.110592E-06  -0.572730E+01   0.245689E+01   0.372597E-08   0.110592E-06   0.372597E-08   0.842201E-09
  2399   0.103274E+03  -0.564606E+01   0.109477E-06  -0.564606E+01   0.244175E+01   0.349573E-08   0.109477E-06   0.349573E-08   0.841284E-09
  2400   0.103062E+03  -0.556489E+01   0.108599E-06  -0.556489E+01   0.242722E+01   0.325922E-08   0.108599E-06   0.325922E-08   0.840368E-09
  2401   0.102842E+03  -0.548394E+01   0.107963E-06  -0.548394E+01   0.241316E+01   0.301617E-08   0.107963E-06   0.301617E-08   0.839454E-09
  2402   0.102630E+03  -0.540320E+01   0.107564E-06  -0.540320E+01   0.239957E+01   0.276675E-08   0.107564E-06   0.276675E-08   0.838540E-09
  2403   0.102403E+03  -0.532260E+01   0.107391E-06  -0.532260E+01   0.238644E+01   0.251122E-08   0.107391E-06   0.251122E-08   0.837628E-09
  2404   0.102175E+03  -0.524236E+01   0.107437E-06  -0.524236E+01   0.237392E+01   0.224986E-08   0.107437E-06   0.224986E-08   0.836716E-09
  2405   0.101940E+03  -0.516242E+01   0.107692E-06  -0.516242E+01   0.236180E+01   0.198294E-08   0.107692E-06   0.198294E-08   0.835806E-09
  2406   0.101712E+03  -0.508277E+01   0.108147E-06  -0.508277E+01   0.235022E+01   0.171073E-08   0.108147E-06   0.171073E-08   0.834897E-09
  2407   0.101469E+03  -0.500342E+01   0.108792E-06  -0.500342E+01   0.233918E+01   0.143350E-08   0.108792E-06   0.143350E-08   0.833989E-09
  2408   0.101226E+03  -0.492444E+01   0.109619E-06  -0.492444E+01   0.232860E+01   0.115152E-08   0.109619E-06   0.115152E-08   0.833083E-09
  2409   0.100975E+03  -0.484598E+01   0.110618E-06  -0.484598E+01   0.231841E+01   0.865065E-09   0.110618E-06   0.865065E-09   0.832177E-09
  2410   0.100731E+03  -0.476782E+01   0.111780E-06  -0.476782E+01   0.230884E+01   0.574406E-09   0.111780E-06   0.574406E-09   0.831272E-09
  2411   0.100480E+03  -0.469025E+01   0.113095E-06  -0.469025E+01   0.229966E+01   0.279814E-09   0.113095E-06   0.279814E-09   0.830369E-09
  2412   0.100213E+03  -0.461298E+01   0.114555E-06  -0.461298E+01   0.229102E+01  -0.184410E-10   0.114555E-06  -0.184410E-10   0.829467E-09
  2413   0.999541E+02  -0.453639E+01   0.116151E-06  -0.453639E+01   0.228284E+01  -0.320086E-09   0.116151E-06  -0.320086E-09   0.828566E-09
  2414   0.996873E+02  -0.446025E+01   0.117872E-06  -0.446025E+01   0.227513E+01  -0.624851E-09   0.117872E-06  -0.624851E-09   0.827666E-09
  2415   0.994204E+02  -0.438471E+01   0.119711E-06  -0.438471E+01   0.226788E+01  -0.932463E-09   0.119711E-06  -0.932463E-09   0.826767E-09
  2416   0.991532E+02  -0.430977E+01   0.121657E-06  -0.430977E+01   0.226117E+01  -0.124265E-08   0.121657E-06  -0.124265E-08   0.825869E-09
  2417   0.988785E+02  -0.423529E+01   0.123702E-06  -0.423529E+01   0.225485E+01  -0.155515E-08   0.123702E-06  -0.155515E-08   0.824972E-09
  2418   0.986035E+02  -0.416164E+01   0.125837E-06  -0.416164E+01   0.224900E+01  -0.186967E-08   0.125837E-06  -0.186967E-08   0.824077E-09
  2419   0.983210E+02  -0.408859E+01   0.128052E-06  -0.408859E+01   0.224353E+01  -0.218597E-08   0.128052E-06  -0.218597E-08   0.823182E-09
  2420   0.980382E+02  -0.401622E+01   0.130337E-06  -0.401622E+01   0.223868E+01  -0.250375E-08   0.130337E-06  -0.250375E-08   0.822289E-09
  2421   0.977479E+02  -0.394454E+01   0.132685E-06  -0.394454E+01   0.223422E+01  -0.282275E-08   0.132685E-06  -0.282275E-08   0.821397E-09
  2422   0.974648E+02  -0.387354E+01   0.135085E-06  -0.387354E+01   0.223022E+01  -0.314270E-08   0.135085E-06  -0.314270E-08   0.820505E-09
  2423   0.971667E+02  -0.380337E+01   0.137528E-06  -0.380337E+01   0.222668E+01  -0.346332E-08   0.137528E-06  -0.346332E-08   0.819615E-09
  2424   0.968684E+02  -0.373389E+01   0.140006E-06  -0.373389E+01   0.222354E+01  -0.378436E-08   0.140006E-06  -0.378436E-08   0.818726E-09
  2425   0.965774E+02  -0.366524E+01   0.142509E-06  -0.366524E+01   0.222100E+01  -0.410552E-08   0.142509E-06  -0.410552E-08   0.817839E-09
  2426   0.962714E+02  -0.359744E+01   0.145027E-06  -0.359744E+01   0.221878E+01  -0.442655E-08   0.145027E-06  -0.442655E-08   0.816952E-09
  2427   0.959652E+02  -0.353039E+01   0.147553E-06  -0.353039E+01   0.221695E+01  -0.474717E-08   0.147553E-06  -0.474717E-08   0.816066E-09
  2428   0.956662E+02  -0.346426E+01   0.150075E-06  -0.346426E+01   0.221566E+01  -0.506711E-08   0.150075E-06  -0.506711E-08   0.815182E-09
  2429   0.953523E+02  -0.339904E+01   0.152586E-06  -0.339904E+01   0.221461E+01  -0.538610E-08   0.152586E-06  -0.538610E-08   0.814298E-09
  2430   0.950456E+02  -0.333467E+01   0.155076E-06  -0.333467E+01   0.221417E+01  -0.570387E-08   0.155076E-06  -0.570387E-08   0.813416E-09
  2431   0.947239E+02  -0.327121E+01   0.157536E-06  -0.327121E+01   0.221411E+01  -0.602015E-08   0.157536E-06  -0.602015E-08   0.812534E-09
  2432   0.944170E+02  -0.320867E+01   0.159957E-06  -0.320867E+01   0.221438E+01  -0.633465E-08   0.159957E-06  -0.633465E-08   0.811654E-09
  2433   0.940876E+02  -0.314712E+01   0.162329E-06  -0.314712E+01   0.221510E+01  -0.664712E-08   0.162329E-06  -0.664712E-08   0.810775E-09
  2434   0.937729E+02  -0.308649E+01   0.164643E-06  -0.308649E+01   0.221614E+01  -0.695729E-08   0.164643E-06  -0.695729E-08   0.809897E-09
  2435   0.934506E+02  -0.302686E+01   0.166890E-06  -0.302686E+01   0.221764E+01  -0.726487E-08   0.166890E-06  -0.726487E-08   0.809020E-09
  2436   0.931282E+02  -0.296823E+01   0.169061E-06  -0.296823E+01   0.221952E+01  -0.756960E-08   0.169061E-06  -0.756960E-08   0.808144E-09
  2437   0.928057E+02  -0.291067E+01   0.171147E-06  -0.291067E+01   0.222180E+01  -0.787121E-08   0.171147E-06  -0.787121E-08   0.807269E-09
  2438   0.924756E+02  -0.285403E+01   0.173139E-06  -0.285403E+01   0.222439E+01  -0.816943E-08   0.173139E-06  -0.816943E-08   0.806395E-09
  2439   0.921454E+02  -0.279854E+01   0.175026E-06  -0.279854E+01   0.222744E+01  -0.846398E-08   0.175026E-06  -0.846398E-08   0.805523E-09
  2440   0.918225E+02  -0.274406E+01   0.176801E-06  -0.274406E+01   0.223080E+01  -0.875460E-08   0.176801E-06  -0.875460E-08   0.804651E-09
  2441   0.914846E+02  -0.269072E+01   0.178454E-06  -0.269072E+01   0.223447E+01  -0.904101E-08   0.178454E-06  -0.904101E-08   0.803781E-09
  2442   0.911540E+02  -0.263846E+01   0.179975E-06  -0.263846E+01   0.223861E+01  -0.932294E-08   0.179975E-06  -0.932294E-08   0.802911E-09
  2443   0.908158E+02  -0.258721E+01   0.181356E-06  -0.258721E+01   0.224306E+01  -0.960012E-08   0.181356E-06  -0.960012E-08   0.802043E-09
  2444   0.904775E+02  -0.253712E+01   0.182587E-06  -0.253712E+01   0.224782E+01  -0.987227E-08   0.182587E-06  -0.987227E-08   0.801175E-09
  2445   0.901391E+02  -0.248825E+01   0.183659E-06  -0.248825E+01   0.225297E+01  -0.101391E-07   0.183659E-06  -0.101391E-07   0.800309E-09
  2446   0.898006E+02  -0.244039E+01   0.184564E-06  -0.244039E+01   0.225836E+01  -0.104004E-07   0.184564E-06  -0.104004E-07   0.799444E-09
  2447   0.894620E+02  -0.239369E+01   0.185291E-06  -0.239369E+01   0.226406E+01  -0.106559E-07   0.185291E-06  -0.106559E-07   0.798580E-09
  2448   0.891158E+02  -0.234830E+01   0.185831E-06  -0.234830E+01   0.227007E+01  -0.109053E-07   0.185831E-06  -0.109053E-07   0.797717E-09
  2449   0.887770E+02  -0.230399E+01   0.186176E-06  -0.230399E+01   0.227654E+01  -0.111482E-07   0.186176E-06  -0.111482E-07   0.796854E-09
  2450   0.884306E+02  -0.226077E+01   0.186316E-06  -0.226077E+01   0.228325E+01  -0.113846E-07   0.186316E-06  -0.113846E-07   0.795993E-09
  2451   0.880842E+02  -0.221887E+01   0.186244E-06  -0.221887E+01   0.229012E+01  -0.116140E-07   0.186244E-06  -0.116140E-07   0.795134E-09
  2452   0.877302E+02  -0.217812E+01   0.185965E-06  -0.217812E+01   0.229738E+01  -0.118367E-07   0.185965E-06  -0.118367E-07   0.794275E-09
  2453   0.873909E+02  -0.213854E+01   0.185485E-06  -0.213854E+01   0.230488E+01  -0.120525E-07   0.185485E-06  -0.120525E-07   0.793417E-09
  2454   0.870442E+02  -0.210020E+01   0.184811E-06  -0.210020E+01   0.231268E+01  -0.122618E-07   0.184811E-06  -0.122618E-07   0.792560E-09
  2455   0.866974E+02  -0.206309E+01   0.183949E-06  -0.206309E+01   0.232072E+01  -0.124644E-07   0.183949E-06  -0.124644E-07   0.791704E-09
  2456   0.863504E+02  -0.202715E+01   0.182906E-06  -0.202715E+01   0.232908E+01  -0.126605E-07   0.182906E-06  -0.126605E-07   0.790849E-09
  2457   0.860034E+02  -0.199252E+01   0.181688E-06  -0.199252E+01   0.233766E+01  -0.128503E-07   0.181688E-06  -0.128503E-07   0.789996E-09
  2458   0.856489E+02  -0.195912E+01   0.180302E-06  -0.195912E+01   0.234641E+01  -0.130337E-07   0.180302E-06  -0.130337E-07   0.789143E-09
  2459   0.853092E+02  -0.192704E+01   0.178755E-06  -0.192704E+01   0.235547E+01  -0.132108E-07   0.178755E-06  -0.132108E-07   0.788291E-09
  2460   0.849620E+02  -0.189605E+01   0.177052E-06  -0.189605E+01   0.236469E+01  -0.133819E-07   0.177052E-06  -0.133819E-07   0.787441E-09
  2461   0.846073E+02  -0.186637E+01   0.175202E-06  -0.186637E+01   0.237414E+01  -0.135468E-07   0.175202E-06  -0.135468E-07   0.786591E-09
  2462   0.842673E+02  -0.183793E+01   0.173209E-06  -0.183793E+01   0.238390E+01  -0.137058E-07   0.173209E-06  -0.137058E-07   0.785743E-09
  2463   0.839199E+02  -0.181065E+01   0.171081E-06  -0.181065E+01   0.239374E+01  -0.138589E-07   0.171081E-06  -0.138589E-07   0.784895E-09
  2464   0.835725E+02  -0.178476E+01   0.168825E-06  -0.178476E+01   0.240374E+01  -0.140062E-07   0.168825E-06  -0.140062E-07   0.784049E-09
  2465   0.832324E+02  -0.176003E+01   0.166447E-06  -0.176003E+01   0.241398E+01  -0.141477E-07   0.166447E-06  -0.141477E-07   0.783204E-09
  2466   0.828849E+02  -0.173655E+01   0.163953E-06  -0.173655E+01   0.242452E+01  -0.142836E-07   0.163953E-06  -0.142836E-07   0.782359E-09
  2467   0.825373E+02  -0.171430E+01   0.161350E-06  -0.171430E+01   0.243515E+01  -0.144140E-07   0.161350E-06  -0.144140E-07   0.781516E-09
  2468   0.821896E+02  -0.169336E+01   0.158645E-06  -0.169336E+01   0.244586E+01  -0.145388E-07   0.158645E-06  -0.145388E-07   0.780673E-09
  2469   0.818420E+02  -0.167366E+01   0.155844E-06  -0.167366E+01   0.245680E+01  -0.146584E-07   0.155844E-06  -0.146584E-07   0.779832E-09
  2470   0.814943E+02  -0.165528E+01   0.152953E-06  -0.165528E+01   0.246789E+01  -0.147726E-07   0.152953E-06  -0.147726E-07   0.778992E-09
  2471   0.811540E+02  -0.163806E+01   0.149981E-06  -0.163806E+01   0.247907E+01  -0.148816E-07   0.149981E-06  -0.148816E-07   0.778153E-09
  2472   0.808136E+02  -0.162208E+01   0.146932E-06  -0.162208E+01   0.249041E+01  -0.149854E-07   0.146932E-06  -0.149854E-07   0.777314E-09
  2473   0.804733E+02  -0.160726E+01   0.143813E-06  -0.160726E+01   0.250190E+01  -0.150843E-07   0.143813E-06  -0.150843E-07   0.776477E-09
  2474   0.801329E+02  -0.159376E+01   0.140632E-06  -0.159376E+01   0.251355E+01  -0.151781E-07   0.140632E-06  -0.151781E-07   0.775641E-09
  2475   0.797926E+02  -0.158150E+01   0.137394E-06  -0.158150E+01   0.252528E+01  -0.152672E-07   0.137394E-06  -0.152672E-07   0.774806E-09
  2476   0.794596E+02  -0.157055E+01   0.134107E-06  -0.157055E+01   0.253709E+01  -0.153514E-07   0.134107E-06  -0.153514E-07   0.773972E-09
  2477   0.791192E+02  -0.156076E+01   0.130776E-06  -0.156076E+01   0.254898E+01  -0.154309E-07   0.130776E-06  -0.154309E-07   0.773138E-09
  2478   0.787863E+02  -0.155215E+01   0.127408E-06  -0.155215E+01   0.256094E+01  -0.155058E-07   0.127408E-06  -0.155058E-07   0.772306E-09
  2479   0.784459E+02  -0.154484E+01   0.124011E-06  -0.154484E+01   0.257299E+01  -0.155762E-07   0.124011E-06  -0.155762E-07   0.771475E-09
  2480   0.781204E+02  -0.153855E+01   0.120590E-06  -0.153855E+01   0.258512E+01  -0.156422E-07   0.120590E-06  -0.156422E-07   0.770645E-09
  2481   0.777800E+02  -0.153366E+01   0.117152E-06  -0.153366E+01   0.259733E+01  -0.157038E-07   0.117152E-06  -0.157038E-07   0.769816E-09
  2482   0.774545E+02  -0.152985E+01   0.113704E-06  -0.152985E+01   0.260954E+01  -0.157611E-07   0.113704E-06  -0.157611E-07   0.768987E-09
  2483   0.771216E+02  -0.152728E+01   0.110251E-06  -0.152728E+01   0.262190E+01  -0.158142E-07   0.110251E-06  -0.158142E-07   0.768160E-09
  2484   0.767939E+02  -0.152595E+01   0.106802E-06  -0.152595E+01   0.263420E+01  -0.158633E-07   0.106802E-06  -0.158633E-07   0.767334E-09
  2485   0.764722E+02  -0.152564E+01   0.103362E-06  -0.152564E+01   0.264664E+01  -0.159083E-07   0.103362E-06  -0.159083E-07   0.766509E-09
  2486   0.761513E+02  -0.152658E+01   0.999380E-07  -0.152658E+01   0.265901E+01  -0.159494E-07   0.999380E-07  -0.159494E-07   0.765685E-09
  2487   0.758296E+02  -0.152875E+01   0.965363E-07  -0.152875E+01   0.267139E+01  -0.159867E-07   0.965363E-07  -0.159867E-07   0.764862E-09
  2488   0.755132E+02  -0.153194E+01   0.931638E-07  -0.153194E+01   0.268377E+01  -0.160202E-07   0.931638E-07  -0.160202E-07   0.764040E-09
  2489   0.751953E+02  -0.153629E+01   0.898268E-07  -0.153629E+01   0.269622E+01  -0.160500E-07   0.898268E-07  -0.160500E-07   0.763218E-09
  2490   0.748812E+02  -0.154181E+01   0.865320E-07  -0.154181E+01   0.270861E+01  -0.160762E-07   0.865320E-07  -0.160762E-07   0.762398E-09
  2491   0.745694E+02  -0.154835E+01   0.832860E-07  -0.154835E+01   0.272099E+01  -0.160990E-07   0.832860E-07  -0.160990E-07   0.761579E-09
  2492   0.742576E+02  -0.155614E+01   0.800954E-07  -0.155614E+01   0.273330E+01  -0.161183E-07   0.800954E-07  -0.161183E-07   0.760761E-09
  2493   0.739503E+02  -0.156486E+01   0.769666E-07  -0.156486E+01   0.274576E+01  -0.161343E-07   0.769666E-07  -0.161343E-07   0.759944E-09
  2494   0.736453E+02  -0.157475E+01   0.739063E-07  -0.157475E+01   0.275800E+01  -0.161470E-07   0.739063E-07  -0.161470E-07   0.759127E-09
  2495   0.733419E+02  -0.158566E+01   0.709210E-07  -0.158566E+01   0.277023E+01  -0.161566E-07   0.709210E-07  -0.161566E-07   0.758312E-09
  2496   0.730408E+02  -0.159767E+01   0.680174E-07  -0.159767E+01   0.278247E+01  -0.161632E-07   0.680174E-07  -0.161632E-07   0.757498E-09
  2497   0.727427E+02  -0.161069E+01   0.652020E-07  -0.161069E+01   0.279463E+01  -0.161667E-07   0.652020E-07  -0.161667E-07   0.756684E-09
  2498   0.724461E+02  -0.162473E+01   0.624813E-07  -0.162473E+01   0.280664E+01  -0.161673E-07   0.624813E-07  -0.161673E-07   0.755872E-09
  2499   0.721541E+02  -0.163986E+01   0.598619E-07  -0.163986E+01   0.281873E+01  -0.161651E-07   0.598619E-07  -0.161651E-07   0.755061E-09
  2500   0.718629E+02  -0.165594E+01   0.573504E-07  -0.165594E+01   0.283059E+01  -0.161602E-07   0.573504E-07  -0.161602E-07   0.754250E-09
  2501   0.715756E+02  -0.167296E+01   0.549523E-07  -0.167296E+01   0.284237E+01  -0.161527E-07   0.549523E-07  -0.161527E-07   0.753441E-09
  2502   0.712898E+02  -0.169100E+01   0.526686E-07  -0.169100E+01   0.285416E+01  -0.161426E-07   0.526686E-07  -0.161426E-07   0.752633E-09
  2503   0.710070E+02  -0.170991E+01   0.504991E-07  -0.170991E+01   0.286579E+01  -0.161302E-07   0.504991E-07  -0.161302E-07   0.751825E-09
  2504   0.707273E+02  -0.172991E+01   0.484439E-07  -0.172991E+01   0.287734E+01  -0.161155E-07   0.484439E-07  -0.161155E-07   0.751019E-09
  2505   0.704514E+02  -0.175071E+01   0.465027E-07  -0.175071E+01   0.288874E+01  -0.160987E-07   0.465027E-07  -0.160987E-07   0.750213E-09
  2506   0.701771E+02  -0.177252E+01   0.446755E-07  -0.177252E+01   0.290014E+01  -0.160800E-07   0.446755E-07  -0.160800E-07   0.749408E-09
  2507   0.699051E+02  -0.179512E+01   0.429623E-07  -0.179512E+01   0.291132E+01  -0.160594E-07   0.429623E-07  -0.160594E-07   0.748605E-09
  2508   0.696377E+02  -0.181858E+01   0.413629E-07  -0.181858E+01   0.292241E+01  -0.160372E-07   0.413629E-07  -0.160372E-07   0.747802E-09
  2509   0.693726E+02  -0.184306E+01   0.398772E-07  -0.184306E+01   0.293328E+01  -0.160133E-07   0.398772E-07  -0.160133E-07   0.747001E-09
  2510   0.691106E+02  -0.186832E+01   0.385051E-07  -0.186832E+01   0.294407E+01  -0.159881E-07   0.385051E-07  -0.159881E-07   0.746200E-09
  2511   0.688524E+02  -0.189415E+01   0.372466E-07  -0.189415E+01   0.295471E+01  -0.159616E-07   0.372466E-07  -0.159616E-07   0.745400E-09
  2512   0.685957E+02  -0.192099E+01   0.361016E-07  -0.192099E+01   0.296512E+01  -0.159339E-07   0.361016E-07  -0.159339E-07   0.744601E-09
  2513   0.683437E+02  -0.194862E+01   0.350699E-07  -0.194862E+01   0.297568E+01  -0.159052E-07   0.350699E-07  -0.159052E-07   0.743803E-09
  2514   0.680940E+02  -0.197711E+01   0.341514E-07  -0.197711E+01   0.298571E+01  -0.158756E-07   0.341514E-07  -0.158756E-07   0.743007E-09
